qid,query,modified_query
745754,what do you do on the weekends at boot camp,what do you do on the weekeds at boot camp
4153039,how do i stop my parents blaming me for all their arguements,how do i stop my parents blaming me for al their arguments
3123225,why is the darfur situation getting so much media and celebrity attention,why is the arur situation geting so much mdia and celebrity attentio
2735795,how to decrease weight 100kg to 70kg,how to decrease weight 100kg to 70kg
15125,how do you use defense on tekken 5,how do u use defense on tekke 5
2585320,what is the chemical reason for peanut butter getting gum out of hair,what is the chemical reason for peanut butter getting gum out of hair
2816432,how to start drinking,how to start drinking
83371,how does a man hold a door open for a women when the door swings in instead of out,how does a man hold a door open for a women when the door swings in intead f out
2639331,how do you tell the difference between hamster genders and if their mating or not,how do you tell the difference btwee hamster genders ad if their mating o not
3803380,why seek tenants for a home that is being placed on the market,why seek teants for a home that is ein placed on the mrket
2932160,why do i just can t start doing my homework,wh do i just can t strt doing my homewok
417841,how was australia involved in world war 1,how wa australia inolved in world war 1
4282051,do i have the right to ask an employer why i did not get a job,do i ave the right to ask an employer why i did not get a jb
2664903,how does a person become a kentucky colonel,how does a person become a kentucky colonel
4164581,what happens to all the forces when an airplane cruises,hat happens to all the forces when an airplane cruises
4144269,why are people so mean to harry potter,why are people so mean to harry potter
2057410,what is colder ice or ice water,what is colder ice or ice water
2001160,how do i get rid of parasitic intestinal worms without going to a doctor,how do i et ri of parasitic intestinal worms wthot going to a doctor
1174906,why does the sun go on shining,why does he sn go on shining
3550980,how to build up your hiv immunity,how to build up your hiv imunity
641844,how does hypnotism help someone quit smoking,how doe ypnotim hlp someone quit smoking
863525,what are the appropriate flowers to give,hat ae the appopriate flowers to give
2022250,why do i like the smell of pee,why o i like the smell of pee
596721,ladies watches are smaller than that of male why,ladies wathe are smaller than that of male wh
690125,how do you deal with a schizophrenic,ow d yo deal ith a schizophrenic
283350,how can you get chewing gum off clothes,how can you gt chewing gum off clothes
869319,can you tell me how to get pokegear while playing pokemon ruby,can you tell me how to get pokegear while layin okemo ruby
31028,how do you get illeagls to get out of the u s,how d you get illeagls to get out of he u s
3005935,how can i write c v resume saccessfully,how can i write c v resume saccessfully
3147423,if a priest takes a vow of celibacy why don t they just become eunuchs,if a pries takes a vow of ceibacy why don t they just become eunuchs
913281,do anybody know how to make smoothies,do anybody know how to make smoothies
686983,how can i prevent leg problems from being on my feet so much,how an i prevent leg problems from being on my feet so muc
2665645,what is the definition sutures of the skull,what is the efinition sutures of the skull
740606,why did the french and the dutch establish in the americas,why did the french and the dutch establsh i he amricas
1727879,why is organic all natural food more expensive,why is organic all natral food more expensive
207747,what is gdp,what is gdp
3172166,does any one know how to find out about an insurance claim,does any one know how o find ut about an insurance claim
2335411,why do we sing god save the queen,hy do we sing god save the uen
2957646,how can i stop my cat from going on the furniture,how can i stop my cat from going o the furitue
1940950,why are americans so fat,wh are americans so fat
207580,why do doctors nurses wear lightblue or green for opration in the theatre and not red related toblood or white,why do doctors nurses wear lightble or green for opration in the theae and not red reated tobloo or white
4330797,why are some cars turn signals amber while others are red,why are some cars turn signals amber while others are red
1212724,why is v8 a juice and not a soup,wy is v8 a juice and ot a soup
2505550,how do new ideas come across people s mind,how do new ideas come across people s mind
